ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded
198110,Karnataka,Bangalore,Locality_174,Apartment,5,3285,52.35,0.02,2000,Furnished,8,16,25,10,5,Medium,No,Yes,Garden,South,Builder,Ready_to_Move,1.0,0.5,0,1,0
198133,Karnataka,Bangalore,Locality_229,Independent House,4,883,445.19,0.5,1995,Unfurnished,28,23,30,2,10,Low,No,No,Clubhouse,North,Owner,Ready_to_Move,0.0,0.0,0,0,0
198167,Karnataka,Bangalore,Locality_423,Apartment,5,1849,356.49,0.19,1994,Semi-furnished,23,21,31,1,1,High,Yes,No,"Clubhouse, Garden, Pool, Gym, Playground",North,Builder,Under_Construction,0.5,1.0,1,0,1
198182,Karnataka,Bangalore,Locality_137,Independent House,5,561,215.29,0.38,2020,Unfurnished,18,22,5,7,7,Low,Yes,Yes,"Clubhouse, Playground, Gym, Garden",South,Broker,Under_Construction,0.0,0.0,1,1,1
198183,Karnataka,Bangalore,Locality_288,Villa,1,3236,146.68,0.05,2004,Furnished,6,3,21,3,6,High,No,No,"Clubhouse, Pool, Garden",West,Broker,Under_Construction,1.0,1.0,0,0,1
198184,Karnataka,Bangalore,Locality_42,Independent House,2,3657,235.76,0.06,1993,Semi-furnished,24,6,32,7,7,Medium,Yes,No,"Playground, Pool",South,Broker,Under_Construction,0.5,0.5,1,0,1
198350,Karnataka,Bangalore,Locality_246,Apartment,5,631,219.37,0.35,2002,Semi-furnished,9,18,23,3,7,Low,No,No,Gym,North,Builder,Under_Construction,0.5,0.0,0,0,1
198537,Karnataka,Bangalore,Locality_115,Independent House,1,4951,486.22,0.1,2023,Furnished,29,11,2,10,10,Low,Yes,Yes,"Pool, Gym",West,Owner,Ready_to_Move,1.0,0.0,1,1,0
198574,Karnataka,Bangalore,Locality_290,Independent House,2,2773,129.77,0.05,2005,Furnished,0,26,20,3,1,Low,No,No,"Playground, Clubhouse, Pool, Garden",North,Builder,Under_Construction,1.0,0.0,0,0,1
198593,Karnataka,Bangalore,Locality_67,Villa,3,3768,400.66,0.11,2011,Furnished,30,17,14,6,10,High,Yes,No,"Garden, Pool, Playground, Gym",South,Owner,Under_Construction,1.0,1.0,1,0,1
198597,Karnataka,Bangalore,Locality_163,Apartment,5,4794,383.45,0.08,2004,Semi-furnished,20,23,21,6,4,Medium,No,Yes,"Playground, Clubhouse, Gym, Garden, Pool",South,Broker,Ready_to_Move,0.5,0.5,0,1,0
198600,Karnataka,Bangalore,Locality_88,Villa,3,4722,175.04,0.04,2011,Furnished,15,30,14,5,1,Medium,No,Yes,"Garden, Gym, Clubhouse",North,Owner,Ready_to_Move,1.0,0.5,0,1,0
198635,Karnataka,Bangalore,Locality_278,Villa,5,3052,127.89,0.04,1995,Unfurnished,30,29,30,9,7,Medium,No,No,"Gym, Clubhouse",North,Broker,Under_Construction,0.0,0.5,0,0,1
198705,Karnataka,Bangalore,Locality_203,Apartment,3,4761,268.61,0.06,1992,Semi-furnished,27,4,33,3,6,Low,No,No,Pool,North,Owner,Under_Construction,0.5,0.0,0,0,1
198712,Karnataka,Bangalore,Locality_227,Villa,5,4406,123.11,0.03,2011,Semi-furnished,2,29,14,3,7,Medium,No,Yes,"Garden, Playground, Clubhouse, Pool",West,Owner,Ready_to_Move,0.5,0.5,0,1,0
198713,Karnataka,Bangalore,Locality_148,Independent House,5,3440,46.29,0.01,2019,Semi-furnished,23,2,6,7,5,High,No,No,"Garden, Gym",North,Broker,Under_Construction,0.5,1.0,0,0,1
198742,Karnataka,Bangalore,Locality_188,Apartment,5,1544,116.76,0.08,2002,Semi-furnished,15,13,23,10,10,Low,Yes,Yes,"Pool, Clubhouse, Gym, Playground, Garden",East,Builder,Under_Construction,0.5,0.0,1,1,1
198767,Karnataka,Bangalore,Locality_247,Independent House,3,2886,348.09,0.12,2012,Furnished,12,27,13,9,5,High,No,Yes,"Clubhouse, Gym",West,Builder,Under_Construction,1.0,1.0,0,1,1
198837,Karnataka,Bangalore,Locality_444,Independent House,1,847,452.91,0.53,1993,Unfurnished,30,12,32,4,4,Low,Yes,Yes,"Garden, Playground, Clubhouse, Gym, Pool",North,Builder,Ready_to_Move,0.0,0.0,1,1,0
198877,Karnataka,Bangalore,Locality_98,Independent House,4,639,19.33,0.03,2018,Unfurnished,7,24,7,10,1,Medium,Yes,No,"Pool, Gym, Clubhouse, Garden",North,Owner,Ready_to_Move,0.0,0.5,1,0,0
198919,Karnataka,Bangalore,Locality_8,Apartment,5,2589,486.24,0.19,2008,Unfurnished,11,1,17,2,7,Medium,Yes,Yes,"Playground, Garden, Clubhouse, Pool",South,Owner,Ready_to_Move,0.0,0.5,1,1,0
198968,Karnataka,Bangalore,Locality_287,Independent House,3,4678,184.74,0.04,1999,Unfurnished,9,5,26,8,6,Medium,No,No,"Garden, Pool, Clubhouse",North,Broker,Under_Construction,0.0,0.5,0,0,1
199157,Karnataka,Bangalore,Locality_224,Villa,5,3780,293.05,0.08,1996,Furnished,20,25,29,3,4,Low,No,Yes,"Gym, Clubhouse, Pool, Garden",West,Broker,Ready_to_Move,1.0,0.0,0,1,0
199204,Karnataka,Bangalore,Locality_242,Independent House,5,1916,470.99,0.25,2021,Unfurnished,5,28,4,5,2,Low,No,Yes,"Gym, Pool, Clubhouse, Garden",East,Broker,Under_Construction,0.0,0.0,0,1,1
199226,Karnataka,Bangalore,Locality_97,Independent House,5,2854,452.4,0.16,2017,Furnished,24,30,8,10,9,Low,Yes,Yes,"Garden, Gym",East,Broker,Ready_to_Move,1.0,0.0,1,1,0
199347,Karnataka,Bangalore,Locality_91,Villa,3,2267,213.94,0.09,1996,Unfurnished,25,12,29,4,9,Medium,No,No,"Gym, Pool, Playground, Clubhouse, Garden",North,Broker,Ready_to_Move,0.0,0.5,0,0,0
199364,Karnataka,Bangalore,Locality_2,Apartment,4,2609,186.32,0.07,2023,Furnished,27,28,2,6,2,High,No,No,"Pool, Garden, Clubhouse, Gym",West,Builder,Under_Construction,1.0,1.0,0,0,1
199424,Karnataka,Bangalore,Locality_83,Villa,1,3220,456.99,0.14,2007,Furnished,19,9,18,7,8,High,Yes,Yes,Playground,South,Broker,Under_Construction,1.0,1.0,1,1,1
199512,Karnataka,Bangalore,Locality_234,Villa,4,2702,498.66,0.18,2020,Unfurnished,23,14,5,7,5,Low,No,Yes,Pool,South,Broker,Ready_to_Move,0.0,0.0,0,1,0
199522,Karnataka,Bangalore,Locality_60,Independent House,1,4669,149.81,0.03,1992,Furnished,9,9,33,3,7,High,Yes,Yes,"Gym, Pool",East,Builder,Ready_to_Move,1.0,1.0,1,1,0
199565,Karnataka,Bangalore,Locality_359,Villa,1,4224,330.17,0.08,2016,Unfurnished,27,29,9,2,10,Low,No,Yes,"Playground, Clubhouse, Gym, Pool",South,Builder,Ready_to_Move,0.0,0.0,0,1,0
199570,Karnataka,Bangalore,Locality_118,Apartment,5,3556,109.91,0.03,2018,Unfurnished,9,13,7,4,6,Low,No,No,"Gym, Garden, Pool",North,Broker,Ready_to_Move,0.0,0.0,0,0,0
199622,Karnataka,Bangalore,Locality_78,Apartment,1,4649,318.27,0.07,1994,Semi-furnished,29,1,31,9,10,Low,Yes,Yes,"Playground, Clubhouse",West,Owner,Ready_to_Move,0.5,0.0,1,1,0
199663,Karnataka,Bangalore,Locality_175,Apartment,1,1845,372.87,0.2,1991,Furnished,7,26,34,9,1,Low,Yes,Yes,"Pool, Garden, Clubhouse, Gym",South,Owner,Ready_to_Move,1.0,0.0,1,1,0
199780,Karnataka,Bangalore,Locality_198,Independent House,4,3389,299.29,0.09,2021,Unfurnished,29,16,4,7,7,Low,Yes,Yes,"Pool, Gym, Clubhouse, Playground",South,Broker,Under_Construction,0.0,0.0,1,1,1
199848,Karnataka,Bangalore,Locality_73,Apartment,2,3350,30.88,0.01,2003,Furnished,15,28,22,1,10,High,Yes,Yes,Pool,South,Builder,Under_Construction,1.0,1.0,1,1,1
199892,Karnataka,Bangalore,Locality_217,Independent House,3,1226,236.37,0.19,2017,Furnished,0,14,8,10,7,Low,No,No,"Gym, Garden, Pool, Clubhouse",North,Builder,Under_Construction,1.0,0.0,0,0,1
199940,Karnataka,Bangalore,Locality_453,Apartment,5,1101,368.17,0.33,2013,Unfurnished,22,21,12,7,9,Medium,Yes,Yes,"Gym, Garden, Playground, Pool",West,Builder,Under_Construction,0.0,0.5,1,1,1
200069,Karnataka,Bangalore,Locality_221,Apartment,3,805,335.99,0.42,1992,Unfurnished,4,30,33,10,5,Medium,No,No,"Garden, Pool, Playground, Gym",East,Broker,Ready_to_Move,0.0,0.5,0,0,0
200076,Karnataka,Bangalore,Locality_299,Apartment,5,4825,148.64,0.03,2020,Furnished,5,28,5,8,7,Medium,Yes,Yes,Playground,West,Builder,Ready_to_Move,1.0,0.5,1,1,0
200080,Karnataka,Bangalore,Locality_105,Independent House,4,2858,165.87,0.06,2021,Furnished,23,28,4,2,3,Low,No,No,"Clubhouse, Pool, Playground, Garden",South,Builder,Ready_to_Move,1.0,0.0,0,0,0
200117,Karnataka,Bangalore,Locality_419,Apartment,3,4009,46.97,0.01,1993,Semi-furnished,18,27,32,4,2,Low,Yes,Yes,"Gym, Garden",West,Owner,Under_Construction,0.5,0.0,1,1,1
200160,Karnataka,Bangalore,Locality_200,Independent House,2,2011,258.13,0.13,2011,Furnished,10,6,14,9,8,Medium,No,Yes,"Pool, Garden",West,Owner,Under_Construction,1.0,0.5,0,1,1
200247,Karnataka,Bangalore,Locality_212,Independent House,2,515,101.91,0.2,1992,Furnished,17,25,33,7,2,Low,Yes,No,"Clubhouse, Garden, Pool, Playground, Gym",South,Builder,Under_Construction,1.0,0.0,1,0,1
200251,Karnataka,Bangalore,Locality_367,Villa,3,3063,402.45,0.13,2010,Semi-furnished,5,2,15,1,8,Medium,No,Yes,"Gym, Clubhouse",West,Broker,Under_Construction,0.5,0.5,0,1,1
200438,Karnataka,Bangalore,Locality_491,Villa,4,4256,163.16,0.04,2006,Unfurnished,17,23,19,3,1,Low,Yes,No,Clubhouse,East,Owner,Under_Construction,0.0,0.0,1,0,1
200564,Karnataka,Bangalore,Locality_364,Apartment,2,2500,368.2,0.15,2009,Furnished,21,21,16,4,1,Low,Yes,No,"Clubhouse, Garden, Pool, Playground",North,Builder,Ready_to_Move,1.0,0.0,1,0,0
200569,Karnataka,Bangalore,Locality_192,Independent House,4,3752,101.3,0.03,2003,Semi-furnished,21,25,22,9,1,High,No,Yes,"Pool, Garden, Playground, Clubhouse",South,Builder,Ready_to_Move,0.5,1.0,0,1,0
200654,Karnataka,Bangalore,Locality_394,Villa,2,4005,249.49,0.06,1992,Semi-furnished,12,13,33,1,1,Medium,Yes,No,"Clubhouse, Pool",East,Owner,Under_Construction,0.5,0.5,1,0,1
200794,Karnataka,Bangalore,Locality_181,Independent House,3,3474,342.77,0.1,2004,Unfurnished,14,18,21,10,2,Low,Yes,Yes,"Clubhouse, Pool, Gym, Garden",South,Owner,Ready_to_Move,0.0,0.0,1,1,0
200807,Karnataka,Bangalore,Locality_81,Apartment,1,4467,237.34,0.05,1993,Unfurnished,6,1,32,10,6,Medium,Yes,Yes,"Playground, Gym, Pool",West,Owner,Ready_to_Move,0.0,0.5,1,1,0
200810,Karnataka,Bangalore,Locality_2,Independent House,5,4376,222.06,0.05,2008,Semi-furnished,24,12,17,7,7,Low,Yes,No,"Clubhouse, Playground, Garden, Gym",South,Builder,Under_Construction,0.5,0.0,1,0,1
200861,Karnataka,Bangalore,Locality_28,Villa,4,4370,27.73,0.01,2018,Semi-furnished,22,24,7,4,1,High,No,Yes,"Gym, Pool",South,Broker,Under_Construction,0.5,1.0,0,1,1
200924,Karnataka,Bangalore,Locality_114,Independent House,5,2377,377.47,0.16,2004,Unfurnished,28,8,21,1,4,High,Yes,No,"Clubhouse, Pool, Garden, Playground",West,Owner,Under_Construction,0.0,1.0,1,0,1
200980,Karnataka,Bangalore,Locality_51,Independent House,3,3990,45.15,0.01,2015,Furnished,30,17,10,2,2,Low,No,No,"Pool, Gym, Playground",North,Broker,Under_Construction,1.0,0.0,0,0,1
201077,Karnataka,Bangalore,Locality_274,Independent House,3,1264,103.51,0.08,1993,Unfurnished,2,19,32,10,10,Medium,Yes,No,Playground,South,Broker,Under_Construction,0.0,0.5,1,0,1
201089,Karnataka,Bangalore,Locality_59,Villa,2,2595,163.46,0.06,1990,Furnished,20,8,35,8,3,Low,Yes,No,"Gym, Playground, Pool, Garden",North,Owner,Ready_to_Move,1.0,0.0,1,0,0
201136,Karnataka,Bangalore,Locality_301,Apartment,4,2241,80.73,0.04,2022,Semi-furnished,29,26,3,8,10,Medium,No,Yes,"Playground, Gym",South,Builder,Under_Construction,0.5,0.5,0,1,1
201140,Karnataka,Bangalore,Locality_385,Apartment,2,648,338.9,0.52,1991,Furnished,12,10,34,6,7,High,Yes,No,"Playground, Gym, Garden, Clubhouse",North,Builder,Ready_to_Move,1.0,1.0,1,0,0
201142,Karnataka,Bangalore,Locality_75,Villa,4,4488,326.02,0.07,2020,Furnished,4,10,5,6,6,Low,No,No,"Pool, Gym, Clubhouse, Garden",East,Broker,Under_Construction,1.0,0.0,0,0,1
201251,Karnataka,Bangalore,Locality_241,Independent House,5,4859,228.82,0.05,2018,Unfurnished,14,19,7,5,2,High,No,Yes,"Garden, Playground, Clubhouse, Gym",West,Broker,Ready_to_Move,0.0,1.0,0,1,0
201290,Karnataka,Bangalore,Locality_150,Villa,5,4874,431.28,0.09,1990,Furnished,16,18,35,4,9,High,Yes,Yes,Clubhouse,West,Broker,Under_Construction,1.0,1.0,1,1,1
201325,Karnataka,Bangalore,Locality_218,Apartment,5,4062,248.99,0.06,2017,Furnished,20,3,8,4,8,High,Yes,Yes,Pool,East,Owner,Under_Construction,1.0,1.0,1,1,1
201377,Karnataka,Bangalore,Locality_313,Apartment,2,3057,287.26,0.09,2015,Unfurnished,12,5,10,2,9,Low,Yes,Yes,Playground,East,Broker,Under_Construction,0.0,0.0,1,1,1
201435,Karnataka,Bangalore,Locality_488,Independent House,4,1270,341.78,0.27,1997,Semi-furnished,4,25,28,4,8,Medium,No,No,"Gym, Playground, Garden, Pool, Clubhouse",West,Broker,Ready_to_Move,0.5,0.5,0,0,0
201471,Karnataka,Bangalore,Locality_36,Villa,1,3279,318.72,0.1,2020,Furnished,10,27,5,2,6,Low,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",North,Broker,Ready_to_Move,1.0,0.0,0,1,0
201478,Karnataka,Bangalore,Locality_189,Independent House,4,3373,264.96,0.08,2005,Furnished,30,16,20,5,4,Medium,No,No,"Clubhouse, Pool, Garden, Gym, Playground",East,Builder,Under_Construction,1.0,0.5,0,0,1
201526,Karnataka,Bangalore,Locality_119,Villa,2,1046,138.19,0.13,2003,Semi-furnished,0,27,22,2,2,High,Yes,Yes,"Gym, Clubhouse, Garden",South,Owner,Ready_to_Move,0.5,1.0,1,1,0
201535,Karnataka,Bangalore,Locality_74,Apartment,1,760,474.72,0.62,2021,Unfurnished,9,10,4,2,1,Low,Yes,No,Gym,East,Broker,Ready_to_Move,0.0,0.0,1,0,0
201697,Karnataka,Bangalore,Locality_374,Apartment,4,951,316.52,0.33,2022,Semi-furnished,22,18,3,3,9,Low,No,No,"Pool, Gym, Playground, Garden",West,Owner,Ready_to_Move,0.5,0.0,0,0,0
202008,Karnataka,Bangalore,Locality_173,Independent House,4,3962,395.73,0.1,1996,Furnished,3,13,29,1,8,Medium,Yes,Yes,"Pool, Gym",East,Broker,Under_Construction,1.0,0.5,1,1,1
202222,Karnataka,Bangalore,Locality_171,Apartment,2,3790,491.95,0.13,2010,Unfurnished,0,14,15,5,9,High,Yes,No,"Garden, Clubhouse, Gym, Pool",North,Owner,Ready_to_Move,0.0,1.0,1,0,0
202229,Karnataka,Bangalore,Locality_422,Independent House,2,2153,479.84,0.22,2015,Furnished,18,3,10,9,10,Low,No,No,"Gym, Playground",South,Broker,Under_Construction,1.0,0.0,0,0,1
202443,Karnataka,Bangalore,Locality_65,Villa,5,1329,253.17,0.19,2021,Furnished,18,29,4,3,1,Medium,No,Yes,"Playground, Garden",North,Broker,Ready_to_Move,1.0,0.5,0,1,0
202565,Karnataka,Bangalore,Locality_293,Independent House,5,4172,313.81,0.08,2022,Furnished,9,10,3,6,8,High,Yes,No,Pool,East,Broker,Ready_to_Move,1.0,1.0,1,0,0
202677,Karnataka,Bangalore,Locality_102,Apartment,3,2061,162.41,0.08,2011,Unfurnished,3,24,14,6,2,Medium,Yes,Yes,"Playground, Garden, Clubhouse",South,Broker,Under_Construction,0.0,0.5,1,1,1
202753,Karnataka,Bangalore,Locality_102,Apartment,2,980,398.45,0.41,1992,Furnished,8,16,33,7,3,High,No,Yes,"Playground, Gym, Clubhouse, Garden, Pool",South,Owner,Ready_to_Move,1.0,1.0,0,1,0
202832,Karnataka,Bangalore,Locality_82,Villa,5,4802,337.92,0.07,2018,Unfurnished,20,16,7,7,4,Medium,Yes,No,Gym,South,Owner,Ready_to_Move,0.0,0.5,1,0,0
202885,Karnataka,Bangalore,Locality_231,Apartment,5,1347,104.48,0.08,2009,Unfurnished,18,7,16,2,1,Medium,No,Yes,"Pool, Playground, Garden, Clubhouse, Gym",West,Builder,Under_Construction,0.0,0.5,0,1,1
202964,Karnataka,Bangalore,Locality_87,Villa,3,2239,53.73,0.02,2018,Unfurnished,10,27,7,10,5,Medium,Yes,Yes,Gym,West,Owner,Under_Construction,0.0,0.5,1,1,1
203062,Karnataka,Bangalore,Locality_452,Independent House,2,3543,165.16,0.05,2016,Semi-furnished,19,18,9,3,1,Low,No,No,"Gym, Pool, Clubhouse",North,Owner,Under_Construction,0.5,0.0,0,0,1
203086,Karnataka,Bangalore,Locality_43,Villa,4,573,368.04,0.64,2009,Semi-furnished,27,1,16,1,1,High,Yes,Yes,"Gym, Pool, Playground, Clubhouse, Garden",North,Builder,Under_Construction,0.5,1.0,1,1,1
203089,Karnataka,Bangalore,Locality_270,Villa,3,1021,315.39,0.31,2022,Semi-furnished,15,2,3,7,8,High,Yes,Yes,"Pool, Garden, Gym, Playground",West,Owner,Ready_to_Move,0.5,1.0,1,1,0
203090,Karnataka,Bangalore,Locality_71,Apartment,5,625,132.07,0.21,2010,Unfurnished,22,12,15,7,1,Low,Yes,Yes,"Playground, Garden, Gym, Pool",East,Broker,Under_Construction,0.0,0.0,1,1,1
203105,Karnataka,Bangalore,Locality_324,Apartment,2,2340,416.71,0.18,2020,Unfurnished,4,6,5,8,5,Medium,No,Yes,"Clubhouse, Pool, Garden, Gym, Playground",North,Builder,Ready_to_Move,0.0,0.5,0,1,0
203150,Karnataka,Bangalore,Locality_191,Apartment,1,594,78.7,0.13,2011,Unfurnished,19,16,14,5,2,Medium,Yes,Yes,"Playground, Gym, Pool",East,Builder,Ready_to_Move,0.0,0.5,1,1,0
203182,Karnataka,Bangalore,Locality_241,Villa,4,950,89.92,0.09,1995,Unfurnished,5,5,30,8,7,High,No,No,"Gym, Clubhouse",North,Builder,Ready_to_Move,0.0,1.0,0,0,0
203251,Karnataka,Bangalore,Locality_367,Apartment,4,1274,265.9,0.21,2003,Furnished,3,24,22,10,8,Low,No,Yes,"Gym, Pool, Garden, Clubhouse",North,Owner,Under_Construction,1.0,0.0,0,1,1
203297,Karnataka,Bangalore,Locality_394,Independent House,1,1464,111.02,0.08,2009,Furnished,26,4,16,1,8,High,No,No,Garden,West,Broker,Ready_to_Move,1.0,1.0,0,0,0
203369,Karnataka,Bangalore,Locality_426,Apartment,3,2033,173.83,0.09,1993,Unfurnished,12,28,32,5,4,Low,No,No,Gym,South,Builder,Ready_to_Move,0.0,0.0,0,0,0
203442,Karnataka,Bangalore,Locality_204,Apartment,2,2300,247.12,0.11,2022,Unfurnished,7,17,3,5,6,Medium,Yes,Yes,Gym,North,Broker,Under_Construction,0.0,0.5,1,1,1
203494,Karnataka,Bangalore,Locality_206,Independent House,2,4345,326.24,0.08,2012,Furnished,24,23,13,3,9,High,No,No,"Clubhouse, Pool",West,Owner,Ready_to_Move,1.0,1.0,0,0,0
203535,Karnataka,Bangalore,Locality_245,Apartment,2,1912,482.37,0.25,2023,Semi-furnished,1,24,2,4,5,High,Yes,Yes,Clubhouse,East,Owner,Under_Construction,0.5,1.0,1,1,1
203636,Karnataka,Bangalore,Locality_38,Apartment,3,4335,330.77,0.08,1994,Semi-furnished,25,11,31,3,3,Low,No,Yes,"Playground, Clubhouse, Garden",North,Builder,Under_Construction,0.5,0.0,0,1,1
203675,Karnataka,Bangalore,Locality_343,Apartment,3,3519,283.13,0.08,2003,Semi-furnished,16,18,22,7,1,High,Yes,No,"Gym, Garden, Playground",East,Builder,Ready_to_Move,0.5,1.0,1,0,0
203688,Karnataka,Bangalore,Locality_470,Villa,2,736,428.93,0.58,2010,Unfurnished,9,7,15,2,10,Medium,Yes,Yes,Pool,East,Builder,Ready_to_Move,0.0,0.5,1,1,0
203699,Karnataka,Bangalore,Locality_9,Independent House,3,1046,192.09,0.18,2012,Unfurnished,8,21,13,10,10,High,Yes,No,"Garden, Gym, Playground",East,Owner,Ready_to_Move,0.0,1.0,1,0,0
203709,Karnataka,Bangalore,Locality_330,Independent House,2,3220,57.99,0.02,2013,Unfurnished,3,3,12,9,10,Medium,Yes,No,"Gym, Pool, Playground, Garden, Clubhouse",West,Broker,Under_Construction,0.0,0.5,1,0,1
203732,Karnataka,Bangalore,Locality_321,Independent House,3,2826,408.96,0.14,2022,Unfurnished,6,29,3,2,4,Medium,Yes,Yes,"Playground, Pool",West,Broker,Ready_to_Move,0.0,0.5,1,1,0
203842,Karnataka,Bangalore,Locality_495,Independent House,4,3543,339.36,0.1,1994,Semi-furnished,2,6,31,8,7,High,Yes,Yes,Clubhouse,South,Builder,Under_Construction,0.5,1.0,1,1,1
203864,Karnataka,Bangalore,Locality_196,Independent House,5,3894,200.06,0.05,1992,Furnished,2,16,33,9,2,Medium,No,Yes,Gym,North,Owner,Ready_to_Move,1.0,0.5,0,1,0
203929,Karnataka,Bangalore,Locality_213,Apartment,5,1654,176.05,0.11,1998,Unfurnished,3,15,27,6,4,High,Yes,No,"Clubhouse, Garden, Gym, Playground",East,Owner,Ready_to_Move,0.0,1.0,1,0,0
203935,Karnataka,Bangalore,Locality_374,Villa,4,977,50.43,0.05,1997,Unfurnished,10,4,28,6,3,High,No,No,"Playground, Gym, Clubhouse",West,Owner,Under_Construction,0.0,1.0,0,0,1
203955,Karnataka,Bangalore,Locality_245,Villa,1,3307,161.28,0.05,2012,Unfurnished,1,18,13,6,5,High,Yes,No,"Playground, Pool, Garden, Gym, Clubhouse",South,Broker,Under_Construction,0.0,1.0,1,0,1
203967,Karnataka,Bangalore,Locality_100,Independent House,2,4632,365.1,0.08,2009,Unfurnished,10,20,16,9,8,Medium,No,Yes,Garden,North,Builder,Under_Construction,0.0,0.5,0,1,1
204027,Karnataka,Bangalore,Locality_441,Apartment,5,1526,264.82,0.17,2008,Unfurnished,23,15,17,9,3,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Garden",West,Owner,Under_Construction,0.0,0.5,1,1,1
204068,Karnataka,Bangalore,Locality_245,Independent House,1,2339,297.85,0.13,2012,Semi-furnished,22,29,13,6,3,Low,No,No,Pool,North,Builder,Under_Construction,0.5,0.0,0,0,1
204078,Karnataka,Bangalore,Locality_63,Villa,3,1058,372.94,0.35,2000,Semi-furnished,24,5,25,6,8,Low,Yes,Yes,"Gym, Pool, Clubhouse",North,Broker,Ready_to_Move,0.5,0.0,1,1,0
204119,Karnataka,Bangalore,Locality_63,Villa,4,4646,71.87,0.02,2022,Unfurnished,29,11,3,9,3,Low,Yes,Yes,"Garden, Gym, Playground",North,Broker,Ready_to_Move,0.0,0.0,1,1,0
204213,Karnataka,Bangalore,Locality_341,Independent House,4,739,46.42,0.06,1998,Semi-furnished,17,16,27,7,2,High,No,Yes,Garden,South,Broker,Ready_to_Move,0.5,1.0,0,1,0
204268,Karnataka,Bangalore,Locality_12,Independent House,4,3049,42.86,0.01,1996,Furnished,9,2,29,7,6,High,No,No,Garden,East,Builder,Ready_to_Move,1.0,1.0,0,0,0
204274,Karnataka,Bangalore,Locality_86,Villa,1,2586,356.5,0.14,2012,Furnished,20,24,13,5,4,High,Yes,No,"Pool, Clubhouse, Gym",North,Builder,Ready_to_Move,1.0,1.0,1,0,0
204425,Karnataka,Bangalore,Locality_248,Villa,3,4029,346.38,0.09,2005,Furnished,9,20,20,10,6,High,Yes,Yes,"Playground, Clubhouse, Gym, Pool, Garden",South,Broker,Under_Construction,1.0,1.0,1,1,1
204427,Karnataka,Bangalore,Locality_258,Villa,2,3528,420.78,0.12,2022,Semi-furnished,0,18,3,4,10,High,Yes,Yes,"Garden, Gym, Playground, Pool",West,Builder,Under_Construction,0.5,1.0,1,1,1
204428,Karnataka,Bangalore,Locality_144,Independent House,3,867,463.32,0.53,2011,Semi-furnished,1,12,14,1,1,High,No,Yes,Garden,East,Owner,Under_Construction,0.5,1.0,0,1,1
204493,Karnataka,Bangalore,Locality_316,Villa,5,1939,385.82,0.2,2009,Unfurnished,9,2,16,6,1,Medium,Yes,No,Playground,West,Owner,Under_Construction,0.0,0.5,1,0,1
204497,Karnataka,Bangalore,Locality_464,Villa,5,1886,245.54,0.13,1990,Unfurnished,13,6,35,8,2,Medium,Yes,No,"Playground, Garden, Gym, Pool",East,Owner,Ready_to_Move,0.0,0.5,1,0,0
204520,Karnataka,Bangalore,Locality_53,Independent House,3,595,40.79,0.07,2002,Furnished,26,23,23,9,3,Low,No,No,"Pool, Gym, Playground, Garden",East,Broker,Ready_to_Move,1.0,0.0,0,0,0
204533,Karnataka,Bangalore,Locality_188,Villa,5,4171,148.43,0.04,2017,Furnished,26,17,8,8,8,High,No,Yes,"Pool, Gym, Clubhouse, Garden",East,Broker,Ready_to_Move,1.0,1.0,0,1,0
204601,Karnataka,Bangalore,Locality_414,Apartment,3,4052,356.06,0.09,2018,Furnished,27,12,7,10,3,High,No,Yes,"Clubhouse, Pool",North,Builder,Ready_to_Move,1.0,1.0,0,1,0
204805,Karnataka,Bangalore,Locality_264,Villa,5,2253,175.06,0.08,2002,Semi-furnished,11,25,23,9,2,Low,No,Yes,Pool,West,Builder,Ready_to_Move,0.5,0.0,0,1,0
204823,Karnataka,Bangalore,Locality_420,Apartment,5,4833,461.83,0.1,2007,Semi-furnished,30,2,18,4,4,High,No,Yes,"Garden, Gym",East,Broker,Ready_to_Move,0.5,1.0,0,1,0
204834,Karnataka,Bangalore,Locality_87,Independent House,4,4500,384.48,0.09,2005,Furnished,17,21,20,10,1,Low,Yes,Yes,"Gym, Clubhouse, Playground, Pool",South,Broker,Ready_to_Move,1.0,0.0,1,1,0
204868,Karnataka,Bangalore,Locality_94,Independent House,2,2981,72.47,0.02,2003,Unfurnished,28,25,22,2,4,Low,Yes,Yes,Gym,East,Builder,Under_Construction,0.0,0.0,1,1,1
204877,Karnataka,Bangalore,Locality_145,Independent House,2,3165,388.57,0.12,2005,Furnished,21,12,20,5,1,Medium,Yes,No,"Playground, Clubhouse, Garden, Gym",East,Broker,Under_Construction,1.0,0.5,1,0,1
